country,year,cement_co2,coal_co2,flaring_co2,gas_co2,oil_co2,other_industry_co2,longitude,latitude
Argentina,1918,0.265,1.891,5.792,0.029,0.601,1.379,-58.382,-34.604
Armenia,1918,1.394,0.036,1.354,12.931,0.165,1.379,45.038,40.069
Australia,1918,0.36,22.94,0.329,1.366,2.378,1.379,151.21,-33.865
Austria,1918,1.184,3.338,13.683,34.47,13.752,3.316,14.55,47.516
Azerbaijan,1918,0.644,0.02,0.152,2.389,0.556,1.265,48.5,41.4
Belarus,1918,0.044,0.26,0.154,0.007,0.998,3.295,27.953,53.71
Belgium,1918,1.731,33.723,0.019,23.513,0.885,1.36,4.47,50.504
Bosnia and Herzegovina,1918,0.124,0.479,0.067,0.775,0.068,1.617,18.294,44.409
Brazil,1918,0.03,2.323,0.011,0.004,1.394,1.458,-46.625,-23.534
Bulgaria,1918,1.181,1.422,0.661,4.41,1.548,1.204,25.486,42.734
Canada,1918,0.917,83.858,1.21,1.066,4.595,2.723,-123.116,49.246
Chile,1918,0.063,3.968,2.273,30.007,0.599,1.661,-70.674,-33.447
China,1918,0.352,21.042,0.214,7.502,15.183,1.409,104.195,35.862
Croatia,1918,0.429,0.52,0.055,0.069,0.955,0.367,15.967,45.815
Czechia,1918,0.567,36.412,0.401,0.001,0.017,0.596,14.419,50.074
Denmark,1918,0.28,8.676,0.063,0.011,3.23,1.03,12.568,55.676
Egypt,1918,1.247,1.642,1.227,1.021,0.865,0.279,30.802,26.821
Estonia,1918,0.059,0.315,0.828,0.149,0.047,0.17,24.754,59.437
Finland,1918,0.119,0.073,0.09,0.292,0.101,0.93,24.946,60.192
France,1918,1.581,108.29,1.472,2.446,0.161,1.563,2.349,48.865
Georgia,1918,0.015,0.104,0.621,0.001,0.202,7.646,44.783,41.717
Germany,1918,2.735,503.305,0.418,2.102,0.117,9.698,13.405,52.52
Greece,1918,0.6,0.125,0.891,2.047,3.201,4.463,21.824,39.074
Hungary,1918,0.388,10.651,0.3,2.64,0.022,1.277,19.04,47.498
Indonesia,1918,52.723,2.209,2.11,17.671,4.921,0.16,106.774,-6.121
Iran,1918,19.203,157.347,11.198,63.431,3.448,0.287,53.688,32.428
Ireland,1918,2.53,0.245,31.127,25.26,126.142,0.51,-8.244,53.413
Italy,1918,1.776,18.074,2.438,0.011,0.894,3.189,12.496,41.903
Japan,1918,1.358,70.44,0.872,0.048,1.055,7.926,138.253,36.205
Kazakhstan,1918,0.602,2.182,0.811,1.156,0.348,5.379,66.924,48.02
Kyrgyzstan,1918,0.487,0.171,1.184,6.451,0.062,1.868,74.766,41.204
Latvia,1918,0.276,0.075,0.134,0.022,0.111,0.919,25,57
Lithuania,1918,0.3,0.096,4.039,0.007,0.25,0.399,23.904,54.899
Malaysia,1918,0.083,0.447,0.173,0.143,0.224,0.039,112.5,2.5
Mexico,1918,0.11,1.48,3.191,0.291,29.162,0.176,-102,23
Moldova,1918,3.285,0.173,2.285,8.71,0.128,0.323,28.37,47.412
Montenegro,1918,0.172,0.047,0.054,1.274,0.755,0.509,19.3,42.5
Netherlands,1918,0.374,14.513,0.104,1.125,0.015,1.107,5.55,52.317
New Zealand,1918,0.08,4.543,0.419,27.5,1.162,0.848,173,-42
Nigeria,1918,0.023,0.399,1.133,1.971,1.674,0.609,10,8
North Korea,1918,1.787,0.472,11.587,26.67,0.129,0.51,127,40
North Macedonia,1918,0.916,0.35,3.958,10.692,0.589,0.439,21.7,41.6
Norway,1918,0.204,4.316,0.103,0.677,0.136,0.367,8,61
Oceania,1918,0.566,27.484,1.608,9.396,0.134,0.859,133.775,-25.274
Peru,1918,0.137,0.92,1.629,0.778,1.026,5.12,-76,-10
Philippines,1918,1.828,0.029,0.412,13.757,24.079,5.263,122,13
Poland,1918,3.655,99.155,2.778,1.283,2.371,5.41,20,52
Portugal,1918,2.663,1.063,3.86,27.905,0.033,3.69,-9.183,38.7
Romania,1918,0.89,0.216,1.338,5.033,2.972,1.362,25,46
Russia,1918,1.59,17.107,3.97,2.919,7.307,8.927,90,60
Serbia,1918,0.702,1.39,0.088,0.015,1.195,8.171,21,44
Slovakia,1918,0.207,11.623,0.03,1.856,0.009,2.325,19.5,48.667
Slovenia,1918,0.512,0.397,0.019,3.511,1.742,0.804,14.817,46.117
South Africa,1918,0.144,22.222,0.1,2.896,2.268,0.932,25,-30
South Korea,1918,2.779,0.026,0.077,7.838,37.391,1.539,128,36
Spain,1918,2.966,16.455,0.102,0.106,0.172,2.543,-4,40
Sweden,1918,0.113,7.881,0.073,0.041,0.121,1.158,16,63
Switzerland,1918,0.759,5.683,0.658,1.291,0.062,0.49,8.333,46.833
Taiwan,1918,0.43,2.143,1.682,1.981,8.586,0.496,121,24
Tajikistan,1918,1.598,0.06,0.572,5.587,0.052,0.854,71,39
Trinidad and Tobago,1918,0.26,9.579,1.595,0.119,0.769,2.121,-61.1,10.6
Tunisia,1918,0.201,0.04,1.282,29.383,4.101,2.431,9,34
Turkey,1918,1.259,0.458,0.275,9.482,8.856,2.764,35,39
Turkmenistan,1918,10.511,0.07,0.21,11.962,0.387,6.877,60,40
Ukraine,1918,0.227,6.045,2.933,1.234,1.317,7.98,32,49
United Kingdom,1918,3.832,450.976,1.084,77.329,15.872,3.161,-3,55
United States,1918,6.366,1551.136,18.943,35.259,159.19,7.304,-100,40
Uzbekistan,1918,0.178,0.637,24.849,0.022,0.589,27.588,63,42
Venezuela,1918,0.707,0.136,21.075,16.579,0.081,27.588,-65,7
Vietnam,1918,1.14,1.689,26.218,25.185,29.753,27.588,108,16
Zimbabwe,1918,0.669,1.18,0.572,1.249,2.623,27.588,30,-20
Argentina,1919,0.25,3.103,5.72,0.029,0.594,1.379,-58.382,-34.604
Armenia,1919,1.255,0.02,1.331,8.621,0.152,1.379,45.038,40.069
Australia,1919,0.362,21.739,0.33,1.335,2.617,1.379,151.21,-33.865
Austria,1919,1.091,3.015,13.494,32.01,6.998,3.285,14.55,47.516
Azerbaijan,1919,0.582,0.01,0.153,1.593,0.481,1.27,48.5,41.4
Belarus,1919,0.043,0.144,0.16,0.005,0.93,3.3,27.953,53.71
Belgium,1919,1.708,44.869,0.02,22.778,0.823,1.378,4.47,50.504
Bosnia and Herzegovina,1919,0.112,0.449,0.066,0.705,0.054,1.617,18.294,44.409
Brazil,1919,0.032,3.07,0.011,0.004,1.313,1.457,-46.625,-23.534
Bulgaria,1919,1.068,0.835,0.653,4.319,1.516,1.203,25.486,42.734
Canada,1919,0.912,70.14,1.212,1.055,4.895,2.728,-123.116,49.246
Chile,1919,0.062,3.884,2.209,29.039,0.581,1.659,-70.674,-33.447
China,1919,0.321,24.256,0.225,7.268,13.286,1.407,104.195,35.862
Croatia,1919,0.425,0.488,0.054,0.063,0.805,0.364,15.967,45.815
Czechia,1919,0.552,34.401,0.401,0.001,0.015,0.627,14.419,50.074
Denmark,1919,0.29,8.237,0.062,0.011,3.285,1.027,12.568,55.676
Egypt,1919,1.127,1.607,1.231,1.001,0.689,0.279,30.802,26.821
Estonia,1919,0.058,0.248,0.815,0.099,0.061,0.169,24.754,59.437
Finland,1919,0.121,0.114,0.09,0.302,0.125,0.932,24.946,60.192
France,1919,1.633,115.995,1.545,2.345,0.147,1.61,2.349,48.865
Georgia,1919,0.014,0.062,0.611,0,0.2,7.663,44.783,41.717
Germany,1919,2.843,387.314,0.432,1.972,0.114,9.715,13.405,52.52
Greece,1919,0.548,0.106,0.879,2.018,2.776,4.415,21.824,39.074
Hungary,1919,0.37,4.741,0.3,2.452,0.015,1.278,19.04,47.498
Indonesia,1919,47.937,2.52,2.138,11.828,5.116,0.161,106.774,-6.121
Iran,1919,18.331,149.863,11.21,61.733,4.32,0.288,53.688,32.428
Ireland,1919,2.392,0.249,30.683,24.825,121.97,0.511,-8.244,53.413
Italy,1919,1.75,17.84,2.46,0.015,0.755,3.213,12.496,41.903
Japan,1919,1.412,78.175,0.856,0.051,0.967,7.979,138.253,36.205
Kazakhstan,1919,0.545,1.704,0.815,0.771,0.457,5.344,66.924,48.02
Kyrgyzstan,1919,0.439,0.124,1.165,4.301,0.075,1.863,74.766,41.204
Latvia,1919,0.25,0.045,0.133,0.015,0.113,0.913,25,57
Lithuania,1919,0.272,0.055,3.969,0.005,0.24,0.4,23.904,54.899
Malaysia,1919,0.081,0.506,0.174,0.142,0.264,0.039,112.5,2.5
Mexico,1919,0.11,1.315,3.175,0.288,39.769,0.177,-102,23
Moldova,1919,2.957,0.115,2.244,5.806,0.143,0.324,28.37,47.412
Montenegro,1919,0.171,0.044,0.053,1.267,0.567,0.51,19.3,42.5
Netherlands,1919,0.35,20.698,0.103,1.087,1.282,1.108,5.55,52.317
New Zealand,1919,0.082,4.129,0.411,26.975,1.073,0.843,173,-42
Nigeria,1919,0.024,0.37,1.133,1.929,1.638,0.608,10,8
North Korea,1919,1.682,0.559,11.523,26.536,0.138,0.51,127,40
North Macedonia,1919,0.828,0.328,3.894,10.559,0.449,0.438,21.7,41.6
Norway,1919,0.196,4.924,0.105,0.686,0.366,0.366,8,61
Oceania,1919,0.558,25.868,1.577,9.183,0.124,0.885,133.775,-25.274
Peru,1919,0.126,0.912,1.628,0.777,1.07,5.121,-76,-10
Philippines,1919,1.648,0.059,0.432,13.569,23.362,5.264,122,13
Poland,1919,3.343,0.176,2.798,0.922,2.554,5.411,20,52
Portugal,1919,2.401,2.063,3.809,27.529,0.095,3.646,-9.183,38.7
Romania,1919,0.818,1.781,1.336,0.256,2.627,1.367,25,46
Russia,1919,1.489,12.14,4.15,1.955,8.714,9.328,90,60
Serbia,1919,0.645,1.304,0.088,0.014,0.906,8.157,21,44
Slovakia,1919,0.208,10.981,0.03,1.687,0.008,2.311,19.5,48.667
Slovenia,1919,0.468,0.372,0.019,3.192,1.321,0.797,14.817,46.117
South Africa,1919,0.147,23.138,0.1,2.904,2.352,0.937,25,-30
South Korea,1919,2.606,0.031,0.077,7.725,36.238,1.545,128,36
Spain,1919,2.745,15.535,0.103,0.059,0.333,2.548,-4,40
Sweden,1919,0.117,7.181,0.077,0.043,0.499,1.15,16,63
Switzerland,1919,0.715,4.606,0.649,1.257,0.136,0.487,8.333,46.833
Taiwan,1919,0.416,2.909,1.673,1.705,8.134,0.499,121,24
Tajikistan,1919,1.439,0.039,0.563,3.725,0.057,0.857,71,39
Trinidad and Tobago,1919,0.253,9.281,1.602,0.12,0.649,2.123,-61.1,10.6
Turkey,1919,1.136,0.938,0.274,9.325,8.551,2.767,35,39
Turkmenistan,1919,9.463,0.038,0.212,7.975,0.352,6.881,60,40
Ukraine,1919,0.22,4.603,2.948,0.825,1.685,7.985,32,49
United Kingdom,1919,3.666,447.58,1.067,74.107,8.552,3.165,-3,55
United States,1919,7.237,1261.251,19.698,36.482,179.217,7.538,-100,40
Uzbekistan,1919,0.172,0.41,24.411,0.016,0.637,27.588,63,42
Venezuela,1919,0.666,0.077,21.285,15.471,0.136,27.588,-65,7
Vietnam,1919,1.034,1.766,25.846,24.785,28.835,27.588,108,16
Zimbabwe,1919,0.646,1.227,0.572,1.249,2.55,27.588,30,-20
Argentina,1920,0.235,5.122,5.648,0.037,0.733,1.379,-58.382,-34.604
Armenia,1920,1.117,0.019,1.307,4.31,0.138,1.379,45.038,40.069
Australia,1920,0.363,25.732,0.332,1.304,2.856,1.379,151.21,-33.865
Austria,1920,0.998,14.282,13.306,29.55,0.245,3.254,14.55,47.516
Azerbaijan,1920,0.52,0.01,0.154,0.798,0.438,1.274,48.5,41.4
Belarus,1920,0.042,0.138,0.166,0.003,0.841,3.304,27.953,53.71
Belgium,1920,1.685,55.154,0.021,22.043,0.762,1.396,4.47,50.504
Bosnia and Herzegovina,1920,0.101,0.596,0.066,0.634,0.04,1.616,18.294,44.409
Brazil,1920,0.033,3.646,0.011,0.004,1.231,1.456,-46.625,-23.534
Bulgaria,1920,0.956,1.099,0.646,4.228,1.485,1.202,25.486,42.734
Canada,1920,0.908,79.996,1.214,0.89,3.492,2.734,-123.116,49.246
Chile,1920,0.061,2.781,2.146,28.071,0.562,1.657,-70.674,-33.447
China,1920,0.289,26.769,0.236,7.034,11.389,1.405,104.195,35.862
Croatia,1920,0.42,0.648,0.054,0.057,0.655,0.362,15.967,45.815
Czechia,1920,0.537,34.112,0.402,0.001,0.02,0.657,14.419,50.074
Denmark,1920,0.301,7.192,0.062,0.011,3.339,1.024,12.568,55.676
Egypt,1920,1.006,1.572,1.234,0.981,0.454,0.279,30.802,26.821
Estonia,1920,0.057,0.229,0.803,0.05,0.053,0.169,24.754,59.437
Finland,1920,0.123,0.238,0.09,0.313,0.037,0.935,24.946,60.192
France,1920,1.685,151.517,1.617,2.243,0.26,1.657,2.349,48.865
Georgia,1920,0.013,0.059,0.601,0,0.18,7.68,44.783,41.717
Germany,1920,2.951,429.102,0.445,1.842,0.106,9.732,13.405,52.52
Greece,1920,0.495,0.678,0.866,1.99,2.351,4.367,21.824,39.074
Hungary,1920,0.353,5.536,0.301,2.264,0.051,1.28,19.04,47.498
Indonesia,1920,43.15,2.909,2.166,5.986,5.353,0.163,106.774,-6.121
Iran,1920,17.46,142.38,11.222,60.034,5.437,0.289,53.688,32.428
Ireland,1920,2.255,0.293,30.238,24.39,117.798,0.512,-8.244,53.413
Italy,1920,1.725,17.082,2.482,0.015,0.773,3.236,12.496,41.903
Japan,1920,1.466,73.251,0.84,0.07,0.96,8.033,138.253,36.205
Kazakhstan,1920,0.489,1.574,0.82,0.386,0.397,5.309,66.924,48.02
Kyrgyzstan,1920,0.391,0.116,1.147,2.15,0.066,1.858,74.766,41.204
Latvia,1920,0.224,0.043,0.132,0.007,0.101,0.908,25,57
Lithuania,1920,0.244,0.053,3.899,0.002,0.217,0.401,23.904,54.899
Malaysia,1920,0.079,0.66,0.175,0.141,0.451,0.039,112.5,2.5
Mexico,1920,0.109,1.356,3.159,0.286,74.881,0.178,-102,23
Moldova,1920,2.63,0.108,2.204,2.903,0.127,0.325,28.37,47.412
Montenegro,1920,0.17,0.059,0.053,1.26,0.378,0.511,19.3,42.5
Netherlands,1920,0.325,20.695,0.103,1.05,1.476,1.109,5.55,52.317
New Zealand,1920,0.085,3.558,0.403,26.45,0.984,0.837,173,-42
Nigeria,1920,0.025,0.487,1.133,1.886,1.602,0.607,10,8
North Korea,1920,1.577,0.725,11.46,26.403,0.147,0.509,127,40
North Macedonia,1920,0.74,0.436,3.831,10.426,0.308,0.437,21.7,41.6
Norway,1920,0.189,5.042,0.107,0.696,0.26,0.366,8,61
Oceania,1920,0.549,29.29,1.547,8.969,0.114,0.911,133.775,-25.274
Peru,1920,0.115,1.004,1.628,0.777,1.143,5.123,-76,-10
Philippines,1920,1.469,0.103,0.452,13.381,22.644,5.265,122,13
Poland,1920,3.032,73.756,2.818,0.561,2.063,5.413,20,52
Portugal,1920,2.138,2.012,3.757,27.152,0.092,3.602,-9.183,38.7
Romania,1920,0.745,1.777,1.334,0.304,3.404,1.371,25,46
Russia,1920,1.388,11.349,4.33,0.991,7.667,9.728,90,60
Serbia,1920,0.588,1.732,0.088,0.013,0.617,8.142,21,44
Slovakia,1920,0.209,10.888,0.03,1.519,0.01,2.297,19.5,48.667
Slovenia,1920,0.424,0.494,0.019,2.873,0.899,0.79,14.817,46.117
South Africa,1920,0.15,25.666,0.1,2.912,2.436,0.943,25,-30
South Korea,1920,2.432,0.04,0.077,7.611,35.085,1.55,128,36
Spain,1920,2.525,13.462,0.103,0.099,0.495,2.553,-4,40
Sweden,1920,0.14,9.82,0.081,0.045,0.583,1.142,16,63
Switzerland,1920,0.67,7.024,0.641,1.223,0.209,0.484,8.333,46.833
Taiwan,1920,0.401,3.045,1.664,1.428,7.683,0.502,121,24
Tajikistan,1920,1.279,0.037,0.554,1.862,0.051,0.86,71,39
Trinidad and Tobago,1920,0.246,8.984,1.608,0.122,0.868,2.126,-61.1,10.6
Tunisia,1920,0.175,0.029,1.255,28.159,3.958,2.434,9,34
Turkey,1920,1.013,1.403,0.273,9.167,8.246,2.77,35,39
Turkmenistan,1920,8.415,0.036,0.214,3.989,0.319,6.886,60,40
Ukraine,1920,0.212,4.264,2.963,0.415,1.469,7.989,32,49
United Kingdom,1920,3.5,470.751,1.051,70.885,-0.736,3.17,-3,55
United States,1920,8.875,1465.534,20.454,39.71,230.645,7.773,-100,40
Uzbekistan,1920,0.166,0.388,23.972,0.011,0.567,27.588,63,42
Venezuela,1920,0.625,0.064,21.496,14.363,0.086,27.588,-65,7
Vietnam,1920,0.928,1.858,25.475,24.386,27.916,27.588,108,16
Zimbabwe,1920,0.622,1.389,0.572,1.249,2.477,27.588,30,-20
Argentina,1921,0.22,4.565,5.577,0.048,0.927,1.379,-58.382,-34.604
Armenia,1921,0.978,0.024,1.283,0,0.146,1.379,45.038,40.069
Australia,1921,0.365,23.153,0.334,1.273,3.096,1.379,151.21,-33.865
Austria,1921,0.906,19.045,13.117,27.089,0.293,3.224,14.55,47.516
Azerbaijan,1921,0.458,0.013,0.155,0.002,0.471,1.279,48.5,41.4
Belarus,1921,0.04,0.173,0.172,0.001,0.888,3.309,27.953,53.71
Belgium,1921,1.663,50.534,0.022,21.309,0.7,1.414,4.47,50.504
Bosnia and Herzegovina,1921,0.089,0.635,0.065,0.564,0.026,1.615,18.294,44.409
Brazil,1921,0.035,2.891,0.01,0.004,1.149,1.455,-46.625,-23.534
Bulgaria,1921,0.843,1.367,0.638,4.136,1.453,1.201,25.486,42.734
Canada,1921,0.903,75.508,1.215,0.747,4.228,2.739,-123.116,49.246
Chile,1921,0.06,3.334,2.082,27.104,0.543,1.655,-70.674,-33.447
China,1921,0.258,25.289,0.247,6.8,9.492,1.403,104.195,35.862
Croatia,1921,0.416,0.69,0.053,0.052,0.505,0.36,15.967,45.815
Czechia,1921,0.523,32.75,0.403,0.001,0.03,0.687,14.419,50.074
Denmark,1921,0.311,6.793,0.062,0.011,3.393,1.021,12.568,55.676
Egypt,1921,0.886,1.536,1.237,0.961,0.561,0.278,30.802,26.821
Estonia,1921,0.057,0.255,0.79,0,0.05,0.169,24.754,59.437
Finland,1921,0.125,0.231,0.091,0.323,0.051,0.938,24.946,60.192
France,1921,1.736,137.616,1.69,2.141,0.293,1.704,2.349,48.865
Georgia,1921,0.013,0.072,0.592,0,0.186,7.697,44.783,41.717
Germany,1921,3.058,473.063,0.459,1.712,0.117,9.749,13.405,52.52
Greece,1921,0.442,0.744,0.853,1.961,1.926,4.319,21.824,39.074
Hungary,1921,0.335,9.105,0.301,2.075,0.132,1.281,19.04,47.498
Indonesia,1921,38.364,3.216,2.194,0.143,5.398,0.164,106.774,-6.121
Iran,1921,16.589,134.897,11.234,58.335,7.255,0.29,53.688,32.428
Ireland,1921,2.117,0.238,29.793,23.955,113.626,0.514,-8.244,53.413
Italy,1921,1.699,21.229,2.505,0.015,0.638,3.26,12.496,41.903
Japan,1921,1.52,65.835,0.824,0.059,0.916,8.086,138.253,36.205
Kazakhstan,1921,0.432,1.762,0.824,0.001,0.375,5.274,66.924,48.02
Kyrgyzstan,1921,0.343,0.133,1.128,0,0.064,1.853,74.766,41.204
Latvia,1921,0.199,0.052,0.131,0,0.104,0.903,25,57
Lithuania,1921,0.216,0.065,3.828,0,0.227,0.402,23.904,54.899
Malaysia,1921,0.077,0.793,0.175,0.14,0.621,0.039,112.5,2.5
Mexico,1921,0.109,1.392,3.143,0.284,88.896,0.179,-102,23
Moldova,1921,2.302,0.128,2.164,0,0.126,0.326,28.37,47.412
Montenegro,1921,0.169,0.063,0.052,1.253,0.19,0.512,19.3,42.5
Netherlands,1921,0.301,21.94,0.102,1.013,1.293,1.11,5.55,52.317
New Zealand,1921,0.087,3.499,0.395,25.925,0.895,0.832,173,-42
Nigeria,1921,0.026,0.572,1.134,1.844,1.566,0.607,10,8
North Korea,1921,1.471,0.781,11.396,26.27,0.155,0.508,127,40
North Macedonia,1921,0.651,0.464,3.767,10.292,0.168,0.437,21.7,41.6
Norway,1921,0.181,3.103,0.109,0.705,0.271,0.365,8,61
Oceania,1921,0.54,26.652,1.516,8.756,0.104,0.937,133.775,-25.274
Peru,1921,0.103,0.949,1.628,0.776,1.499,5.124,-76,-10
Philippines,1921,1.289,0.07,0.472,13.192,21.927,5.266,122,13
Poland,1921,2.721,72.936,2.839,0.553,1.458,5.414,20,52
Portugal,1921,1.875,2.085,3.705,26.775,0.062,3.558,-9.183,38.7
Romania,1921,0.672,2.012,1.332,0.322,3.583,1.376,25,46
Russia,1921,1.288,13.117,4.51,0.027,7.478,10.129,90,60
Serbia,1921,0.531,1.844,0.088,0.011,0.328,8.128,21,44
Slovakia,1921,0.211,10.451,0.03,1.35,0.016,2.282,19.5,48.667
Slovenia,1921,0.381,0.526,0.019,2.554,0.478,0.782,14.817,46.117
South Africa,1921,0.153,25.414,0.099,2.919,2.52,0.948,25,-30
South Korea,1921,2.259,0.043,0.077,7.498,33.932,1.555,128,36
Spain,1921,2.305,14.323,0.104,0.099,0.425,2.559,-4,40
Sweden,1921,0.121,5.569,0.084,0.046,0.443,1.134,16,63
Switzerland,1921,0.625,4.335,0.632,1.189,0.132,0.48,8.333,46.833
Taiwan,1921,0.387,2.755,1.655,1.151,7.232,0.505,121,24
Tajikistan,1921,1.12,0.044,0.545,0,0.051,0.863,71,39
Trinidad and Tobago,1921,0.239,8.686,1.614,0.123,1,2.129,-61.1,10.6
Tunisia,1921,0.149,0.022,1.228,26.934,3.816,2.436,9,34
Turkey,1921,0.89,0.843,0.272,9.01,7.94,2.773,35,39
Turkmenistan,1921,7.367,0.046,0.216,0.002,0.338,6.89,60,40
Ukraine,1921,0.204,4.813,2.978,0.006,1.4,7.993,32,49
United Kingdom,1921,3.335,318.871,1.034,67.664,0.934,3.174,-3,55
United States,1921,8.765,1142.651,21.209,32.961,246.36,8.008,-100,40
Uzbekistan,1921,0.16,0.461,23.533,0.005,0.569,27.588,63,42
Venezuela,1921,0.584,0.059,21.707,13.254,0.103,27.588,-65,7
Vietnam,1921,0.822,2.444,25.104,23.987,26.998,27.588,108,16
Zimbabwe,1921,0.598,1.385,0.572,1.249,2.403,27.588,30,-20
Argentina,1922,0.206,5.889,5.505,0.062,1.348,1.379,-58.382,-34.604
Armenia,1922,0.839,0.029,1.259,0,0.178,1.379,45.038,40.069
Australia,1922,0.367,24.344,0.335,1.242,3.335,1.379,151.21,-33.865
Austria,1922,0.813,18.269,12.929,24.629,0.319,3.193,14.55,47.516
Azerbaijan,1922,0.395,0.015,0.157,0.002,0.575,1.283,48.5,41.4
Belarus,1922,0.039,0.21,0.178,0.001,1.085,3.313,27.953,53.71
Belgium,1922,1.64,55.271,0.023,20.574,0.638,1.432,4.47,50.504
Bosnia and Herzegovina,1922,0.078,0.911,0.064,0.493,0.012,1.614,18.294,44.409
Brazil,1922,0.036,3.781,0.01,0.004,1.068,1.454,-46.625,-23.534
Bulgaria,1922,0.731,1.51,0.631,4.045,1.422,1.2,25.486,42.734
Canada,1922,0.898,63.457,1.217,0.777,4.976,2.744,-123.116,49.246
Chile,1922,0.06,2.755,2.019,26.136,0.525,1.652,-70.674,-33.447
China,1922,0.227,26.634,0.258,6.566,7.595,1.401,104.195,35.862
Croatia,1922,0.412,0.647,0.053,0.046,0.355,0.358,15.967,45.815
Czechia,1922,0.508,29.218,0.404,0.002,0.037,0.718,14.419,50.074
Denmark,1922,0.322,9.651,0.061,0.012,3.447,1.018,12.568,55.676
Egypt,1922,0.766,1.501,1.24,0.941,0.531,0.278,30.802,26.821
Estonia,1922,0.056,0.311,0.777,0,0.062,0.168,24.754,59.437
Finland,1922,0.127,0.645,0.091,0.333,0.066,0.941,24.946,60.192
France,1922,1.788,162.352,1.763,2.039,0.799,1.751,2.349,48.865
Georgia,1922,0.012,0.088,0.582,0,0.227,7.714,44.783,41.717
Germany,1922,3.166,455.333,0.472,1.582,0.128,9.766,13.405,52.52
Greece,1922,0.389,0.678,0.841,1.933,1.502,4.271,21.824,39.074
Hungary,1922,0.317,10.827,0.301,1.887,0.183,1.282,19.04,47.498
Indonesia,1922,33.578,2.763,2.223,0.15,5.386,0.165,106.774,-6.121
Iran,1922,15.717,127.414,11.246,56.637,9.226,0.291,53.688,32.428
Italy,1922,1.673,24.783,2.527,0.011,0.905,3.283,12.496,41.903
Japan,1922,1.574,70.495,0.808,0.059,0.876,8.14,138.253,36.205
Kazakhstan,1922,0.376,2.146,0.829,0,0.46,5.239,66.924,48.02
Kyrgyzstan,1922,0.295,0.162,1.109,0,0.078,1.847,74.766,41.204
Latvia,1922,0.173,0.064,0.131,0,0.127,0.898,25,57
Lithuania,1922,0.188,0.079,3.758,0,0.277,0.404,23.904,54.899
Malaysia,1922,0.075,0.747,0.176,0.139,1.257,0.038,112.5,2.5
Mexico,1922,0.108,1.766,3.127,0.282,83.785,0.18,-102,23
Moldova,1922,1.974,0.155,2.123,0,0.155,0.327,28.37,47.412
Montenegro,1922,0.168,0.089,0.051,1.246,0.002,0.513,19.3,42.5
Netherlands,1922,0.276,25.736,0.102,0.976,1.535,1.111,5.55,52.317
New Zealand,1922,0.089,3.561,0.388,25.4,0.806,0.827,173,-42
Nigeria,1922,0.026,0.304,1.134,1.801,1.531,0.606,10,8
North Korea,1922,1.366,0.798,11.333,26.137,0.164,0.508,127,40
North Macedonia,1922,0.563,0.647,3.703,10.159,0.027,0.436,21.7,41.6
Norway,1922,0.173,6.02,0.111,0.714,0.462,0.365,8,61
Oceania,1922,0.532,27.905,1.486,8.542,0.094,0.962,133.775,-25.274
Peru,1922,0.092,0.802,1.627,0.775,2.151,5.125,-76,-10
Philippines,1922,1.11,0.077,0.493,13.004,21.21,5.268,122,13
Poland,1922,2.41,69.924,2.859,0.557,1.29,5.415,20,52
Portugal,1922,1.612,2.84,3.653,26.399,0.121,3.515,-9.183,38.7
Romania,1922,0.6,2.481,1.329,0.447,4.214,1.381,25,46
Russia,1922,1.187,15.962,4.69,0.025,9.164,10.53,90,60
Serbia,1922,0.474,2.64,0.088,0.01,0.039,8.114,21,44
Slovakia,1922,0.212,9.322,0.03,1.182,0.02,2.268,19.5,48.667
Slovenia,1922,0.337,0.707,0.019,2.235,0.057,0.775,14.817,46.117
South Africa,1922,0.156,21.786,0.099,2.927,2.603,0.953,25,-30
South Korea,1922,2.086,0.044,0.077,7.385,32.779,1.561,128,36
Spain,1922,2.085,14.469,0.105,0.055,0.418,2.564,-4,40
Sweden,1922,0.183,9.398,0.088,0.048,0.546,1.125,16,63
Switzerland,1922,0.581,5.892,0.623,1.155,0.26,0.477,8.333,46.833
Taiwan,1922,0.373,3.572,1.645,0.874,6.78,0.508,121,24
Tajikistan,1922,0.96,0.053,0.535,0,0.062,0.866,71,39
Trinidad and Tobago,1922,0.233,8.388,1.62,0.124,0.982,2.132,-61.1,10.6
Tunisia,1922,0.122,0.02,1.201,25.71,3.673,2.439,9,34
Turkey,1922,0.767,1.011,0.272,8.853,7.635,2.776,35,39
Turkmenistan,1922,6.319,0.055,0.218,0.002,0.413,6.895,60,40
Ukraine,1922,0.197,5.862,2.993,0.005,1.716,7.998,32,49
United Kingdom,1922,3.169,426.592,1.017,64.442,1.63,3.178,-3,55
United States,1922,10.202,1112.892,21.965,37.948,282.488,8.242,-100,40
Uzbekistan,1922,0.154,0.561,23.095,0.004,0.697,27.588,63,42
Venezuela,1922,0.543,0.055,21.917,12.146,0.15,27.588,-65,7
Vietnam,1922,0.716,2.627,24.732,23.587,26.08,27.588,108,16
Zimbabwe,1922,0.575,1.242,0.572,1.249,2.33,27.588,30,-20
Argentina,1923,0.191,6.844,5.433,0.077,1.525,1.379,-58.382,-34.604
Armenia,1923,0.7,0.031,1.236,0,0.197,1.379,45.038,40.069
Australia,1923,0.369,24.849,0.337,1.212,3.574,1.379,151.21,-33.865
